,Immediate-Mode-UI/Nuklear,ocornut/imgui,lvgl/lvgl
2020-06-05,2,2,9.36807188070469
2020-06-06,2,6,-2.0773370306953116
2020-06-07,1,0,-1.2029177598171865
2020-06-08,0,8,20.120431444850002
2020-06-09,1,3,2.211492022445313
2020-06-10,0,2,0.017573943543750303
2020-06-11,3,1,-1.304374056246875
2020-06-12,2,0,2.137349258084377
2020-06-13,0,2,0.04559119161250158
2020-06-14,0,0,3.274301609604689
2020-06-15,0,3,5.138488816250001
2020-06-16,1,4,23.846785420421874
2020-06-17,1,0,-1.199417610832814
2020-06-18,0,3,15.304616323789062
2020-06-19,0,2,15.245817193678125
2020-06-20,0,1,14.672290314703126
2020-06-21,0,0,19.303144519376563
2020-06-22,0,0,-3.4487805945984373
2020-06-23,0,6,11.311418530512503
2020-06-24,0,0,7.701930954393752
2020-06-25,0,3,14.821543999320316
2020-06-26,0,0,22.2985904661625
2020-06-27,0,0,1.1536853026078129
2020-06-28,0,0,4.672351993821877
2020-06-29,0,3,-0.9268216662562478
2020-06-30,0,3,-0.061162306342184
2020-07-01,1,0,10.437687381495316
2020-07-02,0,0,-0.3737347361749981
2020-07-03,0,0,0.4007158103234394
2020-07-04,0,0,0.7226277384468762
2020-07-05,0,0,7.981962860971876
2020-07-06,0,0,-0.4571770368406245
2020-07-07,0,1,19.09798251118125
